date,ticker,action,close,entry_price,current_pnl_pct,current_leverage,days_held,decision_reason
1981-03-26,SP500,EXIT,143.71369683400184,143.7428598241945,-0.0002028830526145,1.0,42,TREND REVERSAL: Death cross and price < SMA200
1981-03-30,CRUDE,ENTRY,51.33098551840943,51.33098551840943,0.0,1.0,0,Mom=63.5% | Price>SMA200 | GoldenCross | Breakout>51.65
1981-03-30,COPPER,ENTRY,1.2522044796156535,1.2522044796156535,0.0,1.0,0,Mom=31.0% | Price>SMA200 | GoldenCross | Breakout>1.26
1981-04-02,COPPER,EXIT,1.1957754252138504,1.2522044796156535,-0.045063769791914,1.0,3,TRAILING STOP: Price 1.20 vs stop 1.21
1981-04-17,CRUDE,LEVERAGE_UP,53.56113100105317,51.33098551840943,0.0434463796110814,1.5,18,PnL=4.3% | Days=18 | Signals agree -> 1.5x
1981-04-20,CRUDE,LEVERAGE_UP,56.44393790960455,51.33098551840943,0.0996075243745594,2.0,21,PnL=10.0% | Days=21 | Signals agree | Max leverage criteria met -> 2.0x
1981-04-20,WHEAT,ENTRY,4.421632082625422,4.421632082625422,0.0,1.0,0,Mom=1.2% | Price>SMA200 | GoldenCross | Breakout>4.39
1981-04-22,CRUDE,LEVERAGE_DOWN,54.541639080751416,51.33098551840943,0.0625480600054038,1.0,23,Pullback 3.4% > 2%
1981-04-23,CRUDE,LEVERAGE_UP,54.92651015130525,51.33098551840943,0.0700458913185353,1.5,24,PnL=7.0% | Days=24 | Signals agree -> 1.5x
1981-04-24,CRUDE,LEVERAGE_DOWN,54.579943774559545,51.33098551840943,0.0632942894693675,1.0,25,Pullback 3.3% > 2%
1981-04-27,CRUDE,LEVERAGE_UP,55.09331671535237,51.33098551840943,0.0732955184660075,1.5,28,PnL=7.3% | Days=28 | Signals agree -> 1.5x
1981-04-27,TBOND,ENTRY,101.14913792579873,101.14913792579873,0.0,1.0,0,Mom=5.7% | Price>SMA200 | GoldenCross | Breakout>101.81
1981-04-28,CRUDE,LEVERAGE_UP,56.53324198329205,51.33098551840943,0.1013472936929463,2.0,29,PnL=10.1% | Days=29 | Signals agree | Max leverage criteria met -> 2.0x
1981-04-30,CRUDE,LEVERAGE_DOWN,55.09522733121758,51.33098551840943,0.073332739957976,1.0,31,Pullback 3.2% > 2%
1981-05-01,CRUDE,LEVERAGE_UP,55.6306126805838,51.33098551840943,0.0837628017220193,2.0,32,PnL=8.4% | Days=32 | Signals agree -> 1.5x
1981-05-07,TBOND,EXIT,97.019268675043,101.14913792579873,-0.0408295051786334,1.0,10,TRAILING STOP: Price 97.02 vs stop 98.17
1981-05-08,WHEAT,EXIT,4.279407136666417,4.421632082625422,-0.0321657124114579,1.0,18,TRAILING STOP: Price 4.28 vs stop 4.30
1981-05-11,CRUDE,LEVERAGE_DOWN,57.31554863472737,51.33098551840943,0.116587730702572,1.0,42,Pullback 2.0% > 2%
1981-05-12,CRUDE,LEVERAGE_UP,56.90490451360197,51.33098551840943,0.1085878040115458,2.0,43,PnL=10.9% | Days=43 | Signals agree -> 1.5x
1981-05-13,CRUDE,EXIT,54.080482922058565,51.33098551840943,0.0535640875755843,2.0,44,TRAILING STOP: Price 54.08 vs stop 54.73
1981-05-21,SILVER,ENTRY,12.521302414594208,12.521302414594208,0.0,1.0,0,Mom=0.2% | Price>SMA200 | GoldenCross | Breakout>12.54
1981-05-22,SILVER,EXIT,12.310038027316796,12.521302414594208,-0.0168723971582359,1.0,1,MOMENTUM REVERSAL: 12m momentum = -5.4%
1981-05-29,WHEAT,ENTRY,4.448246950485937,4.448246950485937,0.0,1.0,0,Mom=14.0% | Price>SMA200 | GoldenCross | Breakout>4.46
1981-06-11,WHEAT,LEVERAGE_UP,4.583807243037763,4.448246950485937,0.0304749925219455,1.5,13,PnL=3.0% | Days=13 | Signals agree -> 1.5x
1981-06-19,WHEAT,LEVERAGE_DOWN,4.634367841583045,4.448246950485937,0.041841402505042,1.0,21,Pullback 2.3% > 2%
1981-06-22,WHEAT,LEVERAGE_UP,4.620180782352116,4.448246950485937,0.0386520428789135,1.5,24,PnL=3.9% | Days=24 | Signals agree -> 1.5x
1981-06-23,WHEAT,LEVERAGE_DOWN,4.617020674774345,4.448246950485937,0.0379416264805106,1.0,25,Pullback 2.7% > 2%
1981-06-24,WHEAT,LEVERAGE_UP,4.6742222048007855,4.448246950485937,0.0508009687479608,1.5,26,PnL=5.1% | Days=26 | Signals agree -> 1.5x
1981-06-26,WHEAT,LEVERAGE_DOWN,4.634367579306359,4.448246950485937,0.0418413435432331,1.0,28,Pullback 2.3% > 2%
1981-06-29,WHEAT,LEVERAGE_UP,4.666848563077026,4.448246950485937,0.04914331758654,1.5,31,PnL=4.9% | Days=31 | Signals agree -> 1.5x
1981-07-03,WHEAT,LEVERAGE_DOWN,4.630206286160041,4.448246950485937,0.0409058529572477,1.0,35,Pullback 2.4% > 2%
1981-07-06,WHEAT,LEVERAGE_UP,4.650087627391688,4.448246950485937,0.0453753308106469,1.5,38,PnL=4.5% | Days=38 | Signals agree -> 1.5x
1981-07-09,WHEAT,LEVERAGE_DOWN,4.647243875403136,4.448246950485937,0.0447360335728348,1.0,41,Pullback 2.1% > 2%
1981-07-13,WHEAT,EXIT,4.410844698614012,4.448246950485937,-0.0084083128226141,1.0,45,TRAILING STOP: Price 4.41 vs stop 4.54
1981-08-03,WHEAT,ENTRY,4.727315369685371,4.727315369685371,0.0,1.0,0,Mom=26.1% | Price>SMA200 | GoldenCross | Breakout>4.75
1981-08-13,WHEAT,LEVERAGE_UP,4.906314822955543,4.727315369685371,0.0378649274000277,1.5,10,PnL=3.8% | Days=10 | Signals agree -> 1.5x
1981-08-17,SP500,ENTRY,149.29773481693636,149.29773481693636,0.0,1.0,0,Mom=7.6% | Price>SMA200 | GoldenCross | Breakout>149.63
1981-08-24,TBOND,ENTRY,99.8204906613097,99.8204906613097,0.0,1.0,0,Mom=1.9% | Price>SMA200 | GoldenCross | Breakout>99.01
1981-08-26,WHEAT,LEVERAGE_DOWN,4.775550422866124,4.727315369685371,0.0102034769015132,1.0,23,Pullback 3.8% > 2%
1981-08-27,WHEAT,LEVERAGE_UP,4.869601063661177,4.727315369685371,0.0300986252976128,1.5,24,PnL=3.0% | Days=24 | Signals agree -> 1.5x
1981-09-01,WHEAT,LEVERAGE_DOWN,4.837222883462547,4.727315369685371,0.0232494566539763,1.0,29,Pullback 2.5% > 2%
1981-09-08,WHEAT,LEVERAGE_UP,4.872649972496666,4.727315369685371,0.0307435809642139,1.5,36,PnL=3.1% | Days=36 | Signals agree -> 1.5x
1981-09-08,SP500,LEVERAGE_UP,154.87512299040992,149.29773481693636,0.0373574869056946,1.5,22,PnL=3.7% | Days=22 | Signals agree -> 1.5x
1981-09-10,WHEAT,LEVERAGE_DOWN,4.862656376164153,4.727315369685371,0.028629570040255,1.0,38,Pullback 2.0% > 2%
1981-09-15,WHEAT,LEVERAGE_UP,4.9570979646920055,4.727315369685371,0.0486074181722992,1.5,43,PnL=4.9% | Days=43 | Signals agree -> 1.5x
1981-09-16,WHEAT,LEVERAGE_DOWN,4.807226768513193,4.727315369685371,0.0169041818830758,1.0,44,Pullback 3.1% > 2%
1981-09-17,SP500,LEVERAGE_UP,162.8832328335974,149.29773481693636,0.0909960089703912,2.0,31,PnL=9.1% | Days=31 | Signals agree | Max leverage criteria met -> 2.0x
1981-09-17,TBOND,LEVERAGE_UP,103.60843808156142,99.8204906613097,0.0379475936769755,1.5,24,PnL=3.8% | Days=24 | Signals agree -> 1.5x
1981-09-18,WHEAT,LEVERAGE_UP,4.873844243609346,4.727315369685371,0.0309962129591805,1.5,46,PnL=3.1% | Days=46 | Signals agree -> 1.5x
1981-09-22,WHEAT,LEVERAGE_DOWN,4.858196905530075,4.727315369685371,0.027686228992464,1.0,50,Pullback 2.1% > 2%
1981-09-23,WHEAT,LEVERAGE_UP,4.9943631225816,4.727315369685371,0.0564903612330823,1.5,51,PnL=5.6% | Days=51 | Signals agree -> 1.5x
1981-09-24,SP500,LEVERAGE_DOWN,164.59005889890497,149.29773481693636,0.1024283730809414,1.0,38,Momentum decay 73.6%
1981-09-24,TBOND,LEVERAGE_DOWN,104.48350484845696,99.8204906613097,0.046713997860107,1.0,31,Momentum decay 62.0%
1981-09-25,SP500,LEVERAGE_UP,164.6673652562584,149.29773481693636,0.1029461730157375,2.0,39,PnL=10.3% | Days=39 | Signals agree -> 1.5x
1981-09-25,TBOND,LEVERAGE_UP,103.982822890728,99.8204906613097,0.0416981744113145,1.5,32,PnL=4.2% | Days=32 | Signals agree -> 1.5x
1981-09-28,TBOND,LEVERAGE_DOWN,104.21411775805176,99.8204906613097,0.0440152825099768,1.0,35,Momentum decay 68.3%
1981-09-29,TBOND,LEVERAGE_UP,105.62735651842088,99.8204906613097,0.0581730846907357,1.5,36,PnL=5.8% | Days=36 | Signals agree -> 1.5x
1981-10-01,WHEAT,LEVERAGE_DOWN,4.880793146099702,4.727315369685371,0.0324661598417,1.0,59,Pullback 2.9% > 2%
1981-10-05,WHEAT,LEVERAGE_UP,4.906245378978221,4.727315369685371,0.0378502374604127,1.5,63,PnL=3.8% | Days=63 | Signals agree -> 1.5x
1981-10-06,WHEAT,LEVERAGE_DOWN,4.936134433069219,4.727315369685371,0.0441728649463354,1.0,64,Leverage duration 64d > 60d
1981-10-07,WHEAT,LEVERAGE_UP,4.997251255266825,4.727315369685371,0.0571013068669923,1.5,65,PnL=5.7% | Days=65 | Signals agree -> 1.5x
1981-10-08,WHEAT,LEVERAGE_DOWN,4.985339672368774,4.727315369685371,0.0545815716755481,1.0,66,Leverage duration 66d > 60d
1981-10-09,WHEAT,LEVERAGE_UP,5.041182905173662,4.727315369685371,0.0663944566721768,1.5,67,PnL=6.6% | Days=67 | Signals agree -> 1.5x
1981-10-09,SP500,LEVERAGE_DOWN,167.91787869874446,149.29773481693636,0.1247181941818438,1.0,53,Pullback 2.8% > 2%
1981-10-12,WHEAT,LEVERAGE_DOWN,5.019003996331159,4.727315369685371,0.0617028067381087,1.0,70,Leverage duration 70d > 60d
1981-10-12,SP500,LEVERAGE_UP,168.3704506756124,149.29773481693636,0.1277495327177089,2.0,56,PnL=12.8% | Days=56 | Signals agree -> 1.5x
1981-10-12,CRUDE,ENTRY,54.4706851720029,54.4706851720029,0.0,1.0,0,Mom=14.5% | Price>SMA200 | GoldenCross | Breakout>54.56
1981-10-13,WHEAT,LEVERAGE_UP,4.979837465255797,4.727315369685371,0.0534176537469369,1.5,71,PnL=5.3% | Days=71 | Signals agree -> 1.5x
1981-10-13,SP500,LEVERAGE_DOWN,168.54874396593658,149.29773481693636,0.1289437456811058,1.0,57,Pullback 2.5% > 2%
1981-10-13,TBOND,LEVERAGE_UP,108.2031787629422,99.8204906613097,0.083977628702256,2.0,50,PnL=8.4% | Days=50 | Signals agree | Max leverage criteria met -> 2.0x
1981-10-14,WHEAT,LEVERAGE_DOWN,4.983366923465184,4.727315369685371,0.0541642631718167,1.0,72,Leverage duration 72d > 60d
1981-10-14,SP500,LEVERAGE_UP,171.39900627365122,149.29773481693636,0.1480348746336618,2.0,58,PnL=14.8% | Days=58 | Signals agree -> 1.5x
1981-10-15,WHEAT,LEVERAGE_UP,4.953871442016814,4.727315369685371,0.0479248906862165,1.5,73,PnL=4.8% | Days=73 | Signals agree -> 1.5x
1981-10-15,SP500,LEVERAGE_DOWN,167.50605616745904,149.29773481693636,0.1219597964620768,1.0,59,Pullback 3.1% > 2%
1981-10-16,WHEAT,LEVERAGE_DOWN,4.940196932874463,4.727315369685371,0.0450322321532063,1.0,74,Pullback 2.0% > 2%
1981-10-16,SP500,LEVERAGE_UP,166.7666238206912,149.29773481693636,0.117007059920732,2.0,60,PnL=11.7% | Days=60 | Signals agree -> 1.5x
1981-10-19,WHEAT,LEVERAGE_UP,4.958092956692664,4.727315369685371,0.0488178953507499,1.5,77,PnL=4.9% | Days=77 | Signals agree -> 1.5x
1981-10-19,SP500,LEVERAGE_DOWN,167.64539174025114,149.29773481693636,0.1228930696491279,1.0,63,Pullback 3.0% > 2%
1981-10-20,WHEAT,LEVERAGE_DOWN,4.97809513465795,4.727315369685371,0.0530490871374358,1.0,78,Leverage duration 78d > 60d
1981-10-20,SP500,LEVERAGE_UP,166.76761825594974,149.29773481693636,0.1170137206732195,2.0,64,PnL=11.7% | Days=64 | Signals agree | Max leverage criteria met -> 2.0x
1981-10-21,WHEAT,LEVERAGE_UP,4.948543550303839,4.727315369685371,0.046797846836521,1.5,79,PnL=4.7% | Days=79 | Signals agree -> 1.5x
1981-10-21,SP500,LEVERAGE_DOWN,167.85313684703374,149.29773481693636,0.1242845516233007,1.0,65,Pullback 2.9% > 2%
1981-10-22,WHEAT,LEVERAGE_DOWN,5.031687236941048,4.727315369685371,0.0643857757422971,1.0,80,Leverage duration 80d > 60d
1981-10-22,SP500,LEVERAGE_UP,167.7934994479651,149.29773481693636,0.1238850988175246,2.0,66,PnL=12.4% | Days=66 | Signals agree | Max leverage criteria met -> 2.0x
1981-10-22,CRUDE,LEVERAGE_UP,61.040982499161366,54.4706851720029,0.1206207945872415,1.5,10,PnL=12.1% | Days=10 | Signals agree -> 1.5x
1981-10-23,WHEAT,LEVERAGE_UP,5.114908698153266,4.727315369685371,0.0819901568136104,2.0,81,PnL=8.2% | Days=81 | Signals agree | Max leverage criteria met -> 2.0x
1981-10-23,SP500,LEVERAGE_DOWN,166.43541260290596,149.29773481693636,0.114788598815536,1.0,67,Pullback 3.7% > 2%
1981-10-26,WHEAT,LEVERAGE_DOWN,5.198303046423406,4.727315369685371,0.0996311098172791,1.0,84,Leverage duration 84d > 60d
1981-10-26,SP500,EXIT,165.00956714236585,149.29773481693636,0.1052382498950489,1.0,70,TRAILING STOP: Price 165.01 vs stop 165.96
1981-10-26,TBOND,LEVERAGE_DOWN,114.5877561178906,99.8204906613097,0.1479382174816804,1.0,63,Leverage duration 63d > 60d
1981-10-27,WHEAT,LEVERAGE_UP,5.18508734443324,4.727315369685371,0.096835505767904,2.0,85,PnL=9.7% | Days=85 | Signals agree | Max leverage criteria met -> 2.0x
1981-10-27,TBOND,LEVERAGE_UP,116.2874431166558,99.8204906613097,0.1649656533067781,2.0,64,PnL=16.5% | Days=64 | Signals agree | Max leverage criteria met -> 2.0x
1981-10-28,WHEAT,LEVERAGE_DOWN,5.186649785311191,4.727315369685371,0.0971660191260714,1.0,86,Leverage duration 86d > 60d
1981-10-28,TBOND,LEVERAGE_DOWN,118.06562787597989,99.8204906613097,0.1827794783796026,1.0,65,Leverage duration 65d > 60d
1981-10-29,WHEAT,LEVERAGE_UP,5.191086989145778,4.727315369685371,0.0981046499318435,2.0,87,PnL=9.8% | Days=87 | Signals agree | Max leverage criteria met -> 2.0x
1981-10-29,TBOND,LEVERAGE_UP,118.12245114621643,99.8204906613097,0.1833487329470777,2.0,66,PnL=18.3% | Days=66 | Signals agree -> 1.5x
1981-10-30,WHEAT,LEVERAGE_DOWN,5.211772542740641,4.727315369685371,0.1024804006438675,1.0,88,Leverage duration 88d > 60d
1981-10-30,TBOND,LEVERAGE_DOWN,117.4889265191728,99.8204906613097,0.1770020938667991,1.0,67,Leverage duration 67d > 60d
1981-11-02,WHEAT,LEVERAGE_UP,5.047986780651033,4.727315369685371,0.0678337250402238,1.5,91,PnL=6.8% | Days=91 | Signals agree -> 1.5x
1981-11-02,TBOND,LEVERAGE_UP,117.18036033208271,99.8204906613097,0.1739108829836845,2.0,70,PnL=17.4% | Days=70 | Signals agree | Max leverage criteria met -> 2.0x
1981-11-02,CRUDE,LEVERAGE_UP,62.32389063786051,54.4706851720029,0.1441730619150359,2.0,21,PnL=14.4% | Days=21 | Signals agree | Max leverage criteria met -> 2.0x
1981-11-03,WHEAT,LEVERAGE_DOWN,5.153369207175043,4.727315369685371,0.0901259603329633,1.0,92,Leverage duration 92d > 60d
1981-11-03,TBOND,LEVERAGE_DOWN,116.40229626198357,99.8204906613097,0.1661162501889097,1.0,71,Leverage duration 71d > 60d
1981-11-04,WHEAT,LEVERAGE_UP,5.123147915012779,4.727315369685371,0.0837330523505463,2.0,93,PnL=8.4% | Days=93 | Signals agree -> 1.5x
1981-11-04,TBOND,LEVERAGE_UP,117.4222321970373,99.8204906613097,0.1763339512670819,2.0,72,PnL=17.6% | Days=72 | Signals agree | Max leverage criteria met -> 2.0x
1981-11-04,SP500,ENTRY,173.33595625471455,173.33595625471455,0.0,1.0,0,Mom=14.5% | Price>SMA200 | GoldenCross | Breakout>172.23
1981-11-05,WHEAT,LEVERAGE_DOWN,5.13003899891581,4.727315369685371,0.0851907684883826,1.0,94,Leverage duration 94d > 60d
1981-11-05,TBOND,LEVERAGE_DOWN,115.40773523751064,99.8204906613097,0.1561527545390291,1.0,73,Pullback 2.3% > 2%
1981-11-06,WHEAT,LEVERAGE_UP,5.073920388126592,4.727315369685371,0.0733196309820746,1.5,95,PnL=7.3% | Days=95 | Signals agree -> 1.5x
1981-11-06,TBOND,LEVERAGE_UP,114.47440977177224,99.8204906613097,0.1468027156887374,2.0,74,PnL=14.7% | Days=74 | Signals agree -> 1.5x
1981-11-06,CRUDE,LEVERAGE_DOWN,62.11998944941396,54.4706851720029,0.1404297422229357,1.0,25,Pullback 2.6% > 2%
1981-11-09,WHEAT,LEVERAGE_DOWN,5.0582957756729074,4.727315369685371,0.0700144543158678,1.0,98,Pullback 2.9% > 2%
1981-11-09,TBOND,LEVERAGE_DOWN,114.24808218685784,99.8204906613097,0.1445353697418784,1.0,77,Pullback 3.3% > 2%
1981-11-09,CRUDE,LEVERAGE_UP,62.73255605012107,54.4706851720029,0.1516755453328617,2.0,28,PnL=15.2% | Days=28 | Signals agree | Max leverage criteria met -> 2.0x
1981-11-10,WHEAT,EXIT,4.963540414458292,4.727315369685371,0.0499702317911239,1.0,99,TRAILING STOP: Price 4.96 vs stop 4.99
1981-11-10,TBOND,LEVERAGE_UP,113.87598371372778,99.8204906613097,0.1408076934835781,2.0,78,PnL=14.1% | Days=78 | Signals agree -> 1.5x
1981-11-10,CRUDE,LEVERAGE_DOWN,60.99928777432183,54.4706851720029,0.1198553420377118,1.0,29,Pullback 4.4% > 2%
1981-11-11,TBOND,LEVERAGE_DOWN,114.41271446481528,99.8204906613097,0.1461846531391724,1.0,79,Pullback 3.1% > 2%
1981-11-11,CRUDE,LEVERAGE_UP,60.57809495501386,54.4706851720029,0.112122874234563,2.0,30,PnL=11.2% | Days=30 | Signals agree -> 1.5x
1981-11-12,TBOND,LEVERAGE_UP,114.28159326586184,99.8204906613097,0.1448710831688713,2.0,80,PnL=14.5% | Days=80 | Signals agree -> 1.5x
1981-11-12,CRUDE,EXIT,60.54684617995822,54.4706851720029,0.1115491936400017,2.0,31,TRAILING STOP: Price 60.55 vs stop 60.59
1981-11-13,TBOND,LEVERAGE_DOWN,114.40299141228758,99.8204906613097,0.1460872477621474,1.0,81,Pullback 3.1% > 2%
1981-11-13,SP500,EXIT,171.8365124442431,173.33595625471455,-0.0086505064665753,1.0,9,TRAILING STOP: Price 171.84 vs stop 173.45
1981-11-13,WHEAT,ENTRY,5.192179759600371,5.192179759600371,0.0,1.0,0,Mom=59.5% | Price>SMA200 | GoldenCross | Breakout>5.23
1981-11-13,DXY,ENTRY,85.35918682323386,85.35918682323386,0.0,1.0,0,Mom=1.3% | Price>SMA200 | GoldenCross | Breakout>86.06
1981-11-16,TBOND,LEVERAGE_UP,113.90810700986628,99.8204906613097,0.1411295041251176,2.0,84,PnL=14.1% | Days=84 | Signals agree | Max leverage criteria met -> 2.0x
1981-11-17,TBOND,LEVERAGE_DOWN,114.11712437015476,99.8204906613097,0.1432234365322191,1.0,85,Pullback 3.4% > 2%
1981-11-18,TBOND,EXIT,113.55332299461404,99.8204906613097,0.1375752838152213,1.0,86,TRAILING STOP: Price 113.55 vs stop 113.91
1981-11-27,TBOND,ENTRY,117.70827061227224,117.70827061227224,0.0,1.0,0,Mom=31.9% | Price>SMA200 | GoldenCross | Breakout>118.27
1981-12-04,TBOND,EXIT,113.79876527016016,117.70827061227224,-0.0332135144096194,1.0,7,TRAILING STOP: Price 113.80 vs stop 114.03
1981-12-09,CRUDE,ENTRY,62.25523676241095,62.25523676241095,0.0,1.0,0,Mom=26.4% | Price>SMA200 | GoldenCross | Breakout>62.70
1981-12-17,SP500,ENTRY,170.3117460177959,170.3117460177959,0.0,1.0,0,Mom=12.0% | Price>SMA200 | GoldenCross | Breakout>170.80
1981-12-21,DXY,EXIT,84.12524513060367,85.35918682323386,-0.0144558745057575,1.0,38,TRAILING STOP: Price 84.13 vs stop 84.53
1981-12-24,DXY,ENTRY,86.29576113059319,86.29576113059319,0.0,1.0,0,Mom=3.0% | Price>SMA200 | GoldenCross | Breakout>86.92
1981-12-25,WHEAT,EXIT,4.871693018689947,5.192179759600371,-0.0617248931564517,1.0,42,TRAILING STOP: Price 4.87 vs stop 4.98
1981-12-29,CRUDE,LEVERAGE_UP,64.43835587823376,62.25523676241095,0.0350672365788986,1.5,20,PnL=3.5% | Days=20 | Signals agree -> 1.5x
1981-12-30,CRUDE,LEVERAGE_DOWN,62.190702337317646,62.25523676241095,-0.0010366103873252,1.0,21,Pullback 3.5% > 2%
1982-01-05,DXY,LEVERAGE_UP,89.30454317655997,86.29576113059319,0.0348659309165085,1.5,12,PnL=3.5% | Days=12 | Signals agree -> 1.5x
1982-01-06,CRUDE,EXIT,60.3198483492331,62.25523676241095,-0.0310879616531539,1.0,28,TRAILING STOP: Price 60.32 vs stop 60.64
1982-01-12,TBOND,ENTRY,112.5816584999439,112.5816584999439,0.0,1.0,0,Mom=16.7% | Price>SMA200 | GoldenCross | Breakout>112.74
1982-01-14,SP500,EXIT,166.4132504876753,170.3117460177959,-0.0228903503209535,1.0,28,TRAILING STOP: Price 166.41 vs stop 166.55
1982-01-15,DXY,LEVERAGE_DOWN,90.17187363293831,86.29576113059319,0.0449166036843839,1.0,22,Momentum decay 73.4%
1982-01-18,DXY,LEVERAGE_UP,91.00484119776856,86.29576113059319,0.0545690773854932,1.5,25,PnL=5.5% | Days=25 | Signals agree -> 1.5x
1982-01-20,WHEAT,ENTRY,5.02729498598187,5.02729498598187,0.0,1.0,0,Mom=32.6% | Price>SMA200 | GoldenCross | Breakout>5.05
1982-01-27,CRUDE,ENTRY,63.89286470754255,63.89286470754255,0.0,1.0,0,Mom=16.3% | Price>SMA200 | GoldenCross | Breakout>64.05
1982-02-01,WHEAT,LEVERAGE_UP,5.257480155099107,5.02729498598187,0.0457870822697069,1.5,12,PnL=4.6% | Days=12 | Signals agree -> 1.5x
1982-02-10,CRUDE,EXIT,62.82535962337815,63.89286470754255,-0.0167077355045935,1.0,14,TRAILING STOP: Price 62.83 vs stop 62.87
1982-02-11,DXY,LEVERAGE_UP,93.25269699658114,86.29576113059319,0.0806173533304824,2.0,49,PnL=8.1% | Days=49 | Signals agree | Max leverage criteria met -> 2.0x
1982-02-11,WHEAT,LEVERAGE_UP,5.481348248569296,5.02729498598187,0.0903176089434794,2.0,22,PnL=9.0% | Days=22 | Signals agree | Max leverage criteria met -> 2.0x
1982-02-15,WHEAT,LEVERAGE_DOWN,5.516549255653547,5.02729498598187,0.0973195865840209,1.0,26,Pullback 2.1% > 2%
1982-02-16,WHEAT,LEVERAGE_UP,5.579992235613562,5.02729498598187,0.1099392916414962,2.0,27,PnL=11.0% | Days=27 | Signals agree | Max leverage criteria met -> 2.0x
1982-02-23,DXY,LEVERAGE_DOWN,97.19228514344582,86.29576113059319,0.1262695162554124,1.0,61,Leverage duration 61d > 60d
1982-02-24,DXY,LEVERAGE_UP,98.32235139574752,86.29576113059319,0.1393647857970014,2.0,62,PnL=13.9% | Days=62 | Signals agree | Max leverage criteria met -> 2.0x
1982-02-24,SP500,ENTRY,172.44604738110343,172.44604738110343,0.0,1.0,0,Mom=20.4% | Price>SMA200 | GoldenCross | Breakout>172.37
1982-02-25,DXY,LEVERAGE_DOWN,98.64600285529228,86.29576113059319,0.1431152766125929,1.0,63,Leverage duration 63d > 60d
1982-02-26,DXY,LEVERAGE_UP,98.68853455381314,86.29576113059319,0.1436081362613594,2.0,64,PnL=14.4% | Days=64 | Signals agree -> 1.5x
1982-03-01,DXY,LEVERAGE_DOWN,97.78513818052714,86.29576113059319,0.1331395296757025,1.0,67,Leverage duration 67d > 60d
1982-03-01,WHEAT,LEVERAGE_DOWN,5.750574774843123,5.02729498598187,0.1438705687408536,1.0,40,Pullback 2.7% > 2%
1982-03-02,DXY,LEVERAGE_UP,98.35186020725942,86.29576113059319,0.1397067355188104,2.0,68,PnL=14.0% | Days=68 | Signals agree | Max leverage criteria met -> 2.0x
1982-03-02,WHEAT,LEVERAGE_UP,5.639444923506293,5.02729498598187,0.1217652712306209,2.0,41,PnL=12.2% | Days=41 | Signals agree -> 1.5x
1982-03-03,DXY,LEVERAGE_DOWN,98.27242676331691,86.29576113059319,0.1387862564257263,1.0,69,Leverage duration 69d > 60d
1982-03-03,WHEAT,EXIT,5.578931293046406,5.02729498598187,0.1097282551755408,2.0,42,TRAILING STOP: Price 5.58 vs stop 5.61
1982-03-04,DXY,LEVERAGE_UP,98.82202388046002,86.29576113059319,0.1451550178798536,2.0,70,PnL=14.5% | Days=70 | Signals agree | Max leverage criteria met -> 2.0x
1982-03-05,DXY,LEVERAGE_DOWN,99.17472737804746,86.29576113059319,0.149242165301309,1.0,71,Leverage duration 71d > 60d
