Date,Holdings,UniverseSize,Equity
2004-05-20,XOM,16,0.842767514996805
2004-05-21,XOM MSFT,16,0.8506586636885013
2004-05-24,MSFT XOM,16,0.8488023121136345
2004-05-25,MSFT,16,0.8462223791042155
2004-05-26,XOM MSFT,16,0.8550103820935546
2004-05-27,GE MSFT,16,0.8556808331302588
2004-05-28,MSFT GE,16,0.8549437503447639
2004-06-01,MSFT QQQ,16,0.8502380188779954
2004-06-02,MSFT XOM,16,0.8526209523304324
2004-06-03,GE MSFT,16,0.8492671884875288
2004-06-04,XOM GE,16,0.8494565161310627
2004-06-07,GE XOM,16,0.858150138790264
2004-06-08,GE XOM,16,0.8590066144406064
2004-06-09,GE XOM,16,0.8507159163881124
2004-06-10,GE XLF,16,0.8494227546905221
2004-06-14,GE XLF,16,0.8487635388194527
2004-06-15,GE XOM,16,0.8536977495131152
2004-06-16,GE QQQ,16,0.857833865719562
2004-06-17,GE QQQ,16,0.8599430522145421
2004-06-18,GE MSFT,16,0.8590031174790951
2004-06-21,GE MSFT,16,0.8691503513481714
2004-06-22,MSFT GE,16,0.8670056973533952
2004-06-23,GE MSFT,16,0.8725773351970166
2004-06-24,GE MSFT,16,0.884344303653287
2004-06-25,GE MSFT,16,0.8840782794561616
2004-06-28,MSFT GE,16,0.8806149813215804
2004-06-29,MSFT EFA,16,0.8671060916227217
2004-06-30,MSFT IWM,16,0.8743084383334413
2004-07-01,MSFT QQQ,16,0.8768343944127707
2004-07-02,MSFT XLE,16,0.867526373351889
2004-07-06,MSFT XLE,16,0.867104157171801
2004-07-07,MSFT XLE,16,0.854022339777053
2004-07-08,XLE MSFT,16,0.8622599075873751
2004-07-09,MSFT XLE,16,0.8595003897632311
2004-07-12,MSFT XLE,16,0.8582029930995348
2004-07-13,MSFT XLE,16,0.8585650694351227
2004-07-14,XLE GE,16,0.8487872802384865
2004-07-15,XLE MSFT,16,0.8586542527997322
2004-07-16,XLE GE,16,0.8647272458125487
2004-07-19,XLE TLT,16,0.861480537640173
2004-07-20,XLE GE,16,0.8595065062646593
2004-07-21,XLE MSFT,16,0.8597876195445852
2004-07-22,MSFT XLE,16,0.8395129952279903
2004-07-23,MSFT XLE,16,0.831925588251679
2004-07-26,XLE TLT,16,0.8284619768603566
2004-07-27,TLT XLE,16,0.820761880708047
2004-07-28,XLE TLT,16,0.8206981373209186
2004-07-29,XLE XOM,16,0.8259736279609949
2004-07-30,XLE XOM,16,0.8298024831071608
2004-08-02,XLE XOM,16,0.8312416669577084
2004-08-03,TLT XLE,16,0.8306793853486837
2004-08-04,XLE XOM,16,0.8352993294332899
2004-08-05,TLT XOM,16,0.8182370909176361
2004-08-06,TLT XOM,16,0.8196450603009161
2004-08-09,TLT,16,0.8150853051655355
2004-08-10,TLT XOM,16,0.8158147739181496
2004-08-11,TLT XOM,16,0.8129828858208529
2004-08-12,TLT XOM,16,0.8125338663231271
2004-08-13,TLT XOM,16,0.8117747783951377
2004-08-16,TLT XOM,16,0.8150767050584015
2004-08-17,TLT XOM,16,0.8125321107187241
2004-08-18,TLT GE,16,0.8113727926482139
2004-08-19,TLT GE,16,0.8156489048090415
2004-08-20,TLT GE,16,0.8164496023624357
2004-08-23,TLT C,16,0.8137175708608579
2004-08-24,TLT C,16,0.8147830473473853
2004-08-25,TLT C,16,0.8159665464565434
2004-08-26,TLT XLF,16,0.8187231681855301
2004-08-27,C TLT,16,0.8215014762133269
2004-08-30,C XLF,16,0.8238286531044672
2004-08-31,C XLF,16,0.8202800169627528
2004-09-01,C TLT,16,0.8216854889604941
2004-09-02,TLT C,16,0.8201886968824491
2004-09-03,C XLF,16,0.818979893382219
2004-09-07,C XLF,16,0.8263772906616195
2004-09-08,C EEM,16,0.8269737044937745
2004-09-09,TLT C,16,0.826221454336929
2004-09-10,TLT C,16,0.8255346116676635
2004-09-13,TLT EEM,16,0.8270769161797322
2004-09-14,EEM TLT,16,0.8307269622404997
2004-09-15,EEM TLT,16,0.8296422193171348
2004-09-16,EEM C,16,0.8314434931683933
2004-09-17,EEM TLT,16,0.8324762563104897
2004-09-20,EEM XLF,16,0.8369737843476982
2004-09-21,EEM XLE,16,0.8373519340296398
2004-09-22,EEM IWM,16,0.8451255364959627
2004-09-23,EEM XLE,16,0.8343816724993115
2004-09-24,EEM XLE,16,0.8349133695867073
2004-09-27,EEM XLE,16,0.8407628205928754
2004-09-28,EEM XLE,16,0.8406828964974613
2004-09-29,EEM XLE,16,0.8472480261573311
2004-09-30,XLE EEM,16,0.8477224384393349
2004-10-01,XLE EEM,16,0.8545465052803801
2004-10-04,XLE EEM,16,0.8693181800989287
2004-10-05,EEM XLE,16,0.8706940256328258
2004-10-06,XLE EEM,16,0.8738542374072394
2004-10-07,XLE EEM,16,0.8863226359346342
2004-10-08,XLE EEM,16,0.880816990062899
2004-10-11,XLE EEM,16,0.8804154213156044
2004-10-12,XLE EEM,16,0.8665836809420062
2004-10-13,XLE EEM,16,0.8608140222458112
2004-10-14,XLE EEM,16,0.8488937333339048
2004-10-15,XLE XOM,16,0.8489765524537558
2004-10-18,XLE TLT,16,0.8446678759282663
2004-10-19,EEM XLK,16,0.8355111438778929
2004-10-20,XLK TLT,16,0.8234981470259449
2004-10-21,XLE MSFT,16,0.82925778961825
2004-10-22,TLT XLE,16,0.823198734890735
2004-10-25,TLT XLE,16,0.8248291106165009
2004-10-26,XLE TLT,16,0.8225886594549463
2004-10-27,XLE TLT,16,0.8286620422354102
2004-10-28,EEM EFA,16,0.8125380391538315
2004-10-29,EFA EEM,16,0.8140343599011445
2004-11-01,EFA EEM,16,0.81846736092545
2004-11-02,EFA EEM,16,0.8231538838803139
2004-11-03,EFA EEM,16,0.8380515656725112
2004-11-04,EFA EEM,16,0.8348268063640646
2004-11-05,EFA EEM,16,0.8471278520013608
2004-11-08,EFA XLK,16,0.8421084151169361
2004-11-09,EFA XLK,16,0.8405797245484797
2004-11-10,EFA XLK,16,0.8423707320644992
2004-11-11,EFA XLK,16,0.8387757753410435
2004-11-12,EFA XLK,16,0.8533780261467404
2004-11-15,EFA XLK,16,0.8624506411344293
2004-11-16,EFA MSFT,16,0.8525982221439099
2004-11-17,EFA GE,16,0.854309490608875
2004-11-18,EFA QQQ,16,0.8547285684400499
2004-11-19,EFA GE,16,0.858656585694035
2004-11-22,QQQ EFA,16,0.8446846974101602
2004-11-23,QQQ EFA,16,0.8522652442884061
2004-11-24,EFA QQQ,16,0.8544954464453911
2004-11-26,EFA IWM,16,0.8604554891539248
2004-11-29,EFA EEM,16,0.8649866161490711
2004-11-30,EFA EEM,16,0.8638560414157725
2004-12-01,IWM EFA,16,0.8628274146543866
2004-12-02,IWM EFA,16,0.871878445334957
2004-12-03,IWM EEM,16,0.8700875478524525
2004-12-06,IWM EEM,16,0.8722335314289418
2004-12-07,IWM QQQ,16,0.8685191605772582
2004-12-08,EFA QQQ,16,0.8511802057038833
2004-12-09,QQQ EFA,16,0.8472664811528011
2004-12-10,QQQ SPY,16,0.8471628478501535
2004-12-13,IWM QQQ,16,0.8534472816225088
2004-12-14,IWM QQQ,16,0.8560297562206746
2004-12-15,IWM QQQ,16,0.8611154835998446
2004-12-16,IWM SPY,16,0.8618119259268952
2004-12-17,IWM XLV,16,0.854139601517372
2004-12-20,IWM QQQ,16,0.8576571864551107
2004-12-21,IWM EEM,16,0.854215451394654
2004-12-22,IWM EEM,16,0.86133365695997
2004-12-23,IWM EEM,16,0.8662721877956233
2004-12-27,EEM IWM,16,0.8695798480754775
2004-12-28,EFA EEM,16,0.8640659820976888
2004-12-29,EFA IWM,16,0.8619066621999846
2004-12-30,EEM EFA,16,0.8650163964558331
2004-12-31,EEM EFA,16,0.8673887868576201
2005-01-03,EFA EEM,16,0.8674742098112262
2005-01-04,EFA EEM,16,0.8584149400390023
2005-01-05,C XLF,16,0.8371349303006868
2005-01-06,C XLV,16,0.843657997871138
2005-01-07,C XLV,16,0.8483816475356385
2005-01-10,C XLV,16,0.8432847835780627
2005-01-11,C XLV,16,0.8410136407575622
2005-01-12,C XLV,16,0.841129433480173
2005-01-13,C TLT,16,0.840115966749607
2005-01-14,TLT C,16,0.8386804312705356
2005-01-18,TLT C,16,0.8351904106470626
2005-01-19,TLT C,16,0.8460568028943867
2005-01-20,TLT C,16,0.8390600406263773
2005-01-21,TLT C,16,0.8487777227097851
2005-01-24,TLT C,16,0.8491987211711216
2005-01-25,TLT C,16,0.8528820525889259
2005-01-26,C TLT,16,0.8502888235240739
2005-01-27,C TLT,16,0.848532143812062
2005-01-28,C XLE,16,0.851098891106306
2005-01-31,TLT C,16,0.8506467260446198
2005-02-01,TLT C,16,0.8554214916080902
2005-02-02,C TLT,16,0.8563453431030268
2005-02-03,C TLT,16,0.8570356809419737
2005-02-04,TLT C,16,0.8629388161365862
2005-02-07,TLT XOM,16,0.8687351506918893
2005-02-08,TLT XOM,16,0.871726856484714
2005-02-09,TLT XOM,16,0.8771117298118497
2005-02-10,TLT XOM,16,0.8805603740761929
2005-02-11,TLT XOM,16,0.8793865744047443
2005-02-14,TLT XOM,16,0.8808291684999673
2005-02-15,XOM TLT,16,0.8829040653673467
2005-02-16,XLE XOM,16,0.8834345759412393
2005-02-17,XLE XOM,16,0.9094092548104742
2005-02-18,XLE XOM,16,0.8987932559606883
2005-02-22,XLE XOM,16,0.9232273114586552
2005-02-23,XLE XOM,16,0.9067800704945125
2005-02-24,XLE XOM,16,0.9234595167437946
2005-02-25,XLE XOM,16,0.9472074352178277
2005-02-28,XLE XOM,16,0.9741108664678522
2005-03-01,XOM XLE,16,0.9636691726606377
2005-03-02,XOM EEM,16,0.9454409422274398
2005-03-03,XOM XLE,16,0.9494206782613989
2005-03-04,XOM XLE,16,0.9591031972667112
2005-03-07,EEM XLE,16,0.9654119597083304
2005-03-08,EEM XOM,16,0.9633521898426405
2005-03-09,EEM XOM,16,0.9597163374880688
2005-03-10,EEM XLE,16,0.9355205770200911
2005-03-11,EEM XOM,16,0.9228050911317174
2005-03-14,XOM EEM,16,0.9238682481738065
2005-03-15,XOM XLE,16,0.9216564081897296
2005-03-16,XOM XLE,16,0.9044901525482153
2005-03-17,XOM XLE,16,0.9153794069083471
2005-03-18,XOM XLE,16,0.9324102621835082
2005-03-21,XOM XLE,16,0.938839165516235
2005-03-22,XOM XLE,16,0.9272619551233258
2005-03-23,XLE XOM,16,0.9117683557671183
2005-03-24,XLE XOM,16,0.9062014624730688
2005-03-28,XLE XOM,16,0.8945912416328221
2005-03-29,XLE XOM,16,0.8934548940784561
2005-03-30,XOM XLE,16,0.8852676358985753
2005-03-31,XLE XOM,16,0.9068654329588217
2005-04-01,XLE XOM,16,0.9167716908593077
2005-04-04,XLE XOM,16,0.9303260709151543
2005-04-05,XLE XOM,16,0.9169766546740473
2005-04-06,XLE XOM,16,0.9132764478383788
2005-04-07,XLE XOM,16,0.932341574479865
2005-04-08,XLV XLE,16,0.9183874729733253
2005-04-11,XLV GE,16,0.9108801658020462
2005-04-12,GE,16,0.9054110655695176
2005-04-13,GE XLV,16,0.914599067241125
2005-04-14,XLV GE,16,0.9130736809419103
2005-04-15,XLV TLT,16,0.9118309708775183
2005-04-18,TLT XLV,16,0.9257021295793233
2005-04-19,TLT XLV,16,0.9144022353794468
2005-04-20,TLT,16,0.9135483641622126
2005-04-21,TLT,16,0.9144582797684647
2005-04-22,TLT XLV,16,0.9138090565388575
2005-04-25,TLT XLV,16,0.91388285614769
2005-04-26,TLT XLV,16,0.9155826267998851
2005-04-27,TLT XLV,16,0.9118963246380387
2005-04-28,TLT XLV,16,0.9134540836944604
2005-04-29,TLT XLV,16,0.9183398076842278
2005-05-02,TLT XLV,16,0.925005721151031
2005-05-03,TLT XLV,16,0.9246595468670943
2005-05-04,TLT XLV,16,0.9230901806561446
2005-05-05,TLT C,16,0.9251661865938134
2005-05-06,TLT C,16,0.9222637940756991
2005-05-09,C TLT,16,0.9195776367707548
2005-05-10,TLT C,16,0.920709308821133
2005-05-11,TLT C,16,0.924199113403678
2005-05-12,TLT C,16,0.9280290923511181
2005-05-13,TLT XLV,16,0.9287567619510663
2005-05-16,TLT XLV,16,0.9292776226326469
2005-05-17,TLT XLV,16,0.9326560801648345
2005-05-18,TLT C,16,0.9371170897342825
2005-05-19,TLT C,16,0.942512976680594
2005-05-20,TLT C,16,0.9396175292424164
2005-05-23,TLT C,16,0.9384909091833606
2005-05-24,TLT C,16,0.9417290915983373
2005-05-25,TLT XLV,16,0.9425316440025286
2005-05-26,TLT C,16,0.9336877951209368
2005-05-27,TLT QQQ,16,0.9320832983038488
2005-05-31,QQQ XLK,16,0.9342007176780227
2005-06-01,QQQ XLK,16,0.9292574838300756
2005-06-02,QQQ XLK,16,0.9366025757256492
2005-06-03,QQQ XLK,16,0.9418778400131376
2005-06-06,TLT QQQ,16,0.9317311932330424
2005-06-07,QQQ XLK,16,0.9359487146977479
2005-06-08,TLT QQQ,16,0.9321651167923731
2005-06-09,QQQ XLK,16,0.9254900012838804
2005-06-10,QQQ XLK,16,0.9293533529931364
2005-06-13,XLK QQQ,16,0.9198520982343338
2005-06-14,XLK QQQ,16,0.9256328791422326
2005-06-15,IWM XLK,16,0.9273384910047083
2005-06-16,XLK IWM,16,0.9270185755016194
2005-06-17,IWM XLK,16,0.9372718199797188
2005-06-20,IWM XLK,16,0.9296031861985848
2005-06-21,XLK IWM,16,0.9323883371215151
2005-06-22,XLK IWM,16,0.9344119269927474
2005-06-23,XLK IWM,16,0.9346614675225432
2005-06-24,XLK IWM,16,0.924819472298491
2005-06-27,XLE IWM,16,0.9106226088935592
2005-06-28,XLE EEM,16,0.9147966713186177
2005-06-29,XLE IWM,16,0.9102799708312411
2005-06-30,XLE IWM,16,0.9129991323444064
2005-07-01,XLE IWM,16,0.907407761110233
2005-07-05,XLE IWM,16,0.9215446435935025
2005-07-06,XLE IWM,16,0.9450930382466833
2005-07-07,XLE IWM,16,0.9160168019508047
2005-07-08,XLE IWM,16,0.9368864565821016
2005-07-11,IWM XLE,16,0.9373939878980506
2005-07-12,IWM XLE,16,0.9524871606001052
2005-07-13,IWM EEM,16,0.9534547553023686
2005-07-14,EEM IWM,16,0.9615996832914743
2005-07-15,EEM IWM,16,0.9515453463324495
2005-07-18,EEM XLF,16,0.9456465565332646
2005-07-19,EEM IWM,16,0.9423553641899758
2005-07-20,EEM IWM,16,0.9483988592505666
2005-07-21,EEM IWM,16,0.9586898982070562
2005-07-22,EEM IWM,16,0.9558991312940496
2005-07-25,EEM IWM,16,0.9622012597578984
2005-07-26,EEM IWM,16,0.9550585263589902
2005-07-27,EEM IWM,16,0.9594447610330363
2005-07-28,EEM QQQ,16,0.9634475088436018
2005-07-29,EEM QQQ,16,0.9694987229648983
2005-08-01,EEM IWM,16,0.9686822920936211
2005-08-02,EEM QQQ,16,0.9786294034063503
2005-08-03,EEM QQQ,16,0.9839928639770786
2005-08-04,EEM QQQ,16,0.9810332380486517
2005-08-05,EEM MSFT,16,0.9734015270513033
2005-08-08,EEM MSFT,16,0.973916066345491
2005-08-09,EEM QQQ,16,0.9668750775425113
2005-08-10,EEM QQQ,16,0.9831365438927223
2005-08-11,EEM EFA,16,0.978037845185267
2005-08-12,EEM EFA,16,0.9741795717319114
2005-08-15,EFA EEM,16,0.9714850818374504
2005-08-16,EFA EEM,16,0.9719734440675118
2005-08-17,EFA GLD,16,0.9593141791962783
2005-08-18,EFA EEM,16,0.9513650825029701
2005-08-19,EFA MSFT,16,0.9511370020408312
2005-08-22,EFA MSFT,16,0.9544493082744936
2005-08-23,EFA MSFT,16,0.9519280807193441
2005-08-24,EFA MSFT,16,0.9523564586005374
2005-08-25,EFA GLD,16,0.9513555867377328
2005-08-26,GLD EFA,16,0.9526018961219735
2005-08-29,GLD EFA,16,0.9478730403389001
2005-08-30,GLD EFA,16,0.9385054295144806
2005-08-31,XLE EFA,16,0.9415672374745601
2005-09-01,XLE EFA,16,0.970688878221049
2005-09-02,XLE EFA,16,0.9765778798630628
2005-09-06,EFA XLE,16,0.9754533810773627
2005-09-07,EFA EEM,16,0.9757431027729571
2005-09-08,EFA GLD,16,0.9666124332987912
2005-09-09,EFA GLD,16,0.9686082455535865
2005-09-12,EFA XLE,16,0.9668219283780546
2005-09-13,EFA GLD,16,0.9557841171298795
2005-09-14,EFA C,16,0.9569684281825498
2005-09-15,GLD EFA,16,0.9555378622890273
2005-09-16,GLD XOM,16,0.9624111292055894
2005-09-19,XOM GLD,16,0.9749875584749492
2005-09-20,XOM GLD,16,0.9805159041581009
2005-09-21,GLD XOM,16,0.9861741342849266
2005-09-22,GLD XOM,16,0.9909734856885671
2005-09-23,GLD C,16,0.9778380300193792
2005-09-26,C GLD,16,0.9767353167511648
2005-09-27,GLD C,16,0.978317882498974
2005-09-28,GLD XLE,16,0.9795743499910897
2005-09-29,XLE XOM,16,0.9884162737605402
2005-09-30,XLE XOM,16,0.9897145862912512
2005-10-03,EEM XLE,16,0.9776135302282332
2005-10-04,EEM XLE,16,0.9723878330446977
2005-10-05,EEM GLD,16,0.9482227014059965
2005-10-06,GLD C,16,0.9356852895003634
2005-10-07,C GLD,16,0.9435249924036745
2005-10-10,GLD C,16,0.9427158870557576
2005-10-11,GLD C,16,0.9414301347356714
2005-10-12,GLD C,16,0.935423457306419
2005-10-13,GLD C,16,0.927547286130152
2005-10-14,GLD C,16,0.9309192787034102
2005-10-17,GLD C,16,0.9422487656120166
2005-10-18,GLD C,16,0.933801366871855
2005-10-19,GLD GE,16,0.925348755173241
2005-10-20,GLD GE,16,0.9307852099640559
2005-10-21,GLD GE,16,0.9217881058036701
2005-10-24,GLD,16,0.9214459682948741
2005-10-25,GLD XLF,16,0.931705936886462
2005-10-26,GLD XLF,16,0.9317362295287225
2005-10-27,GLD C,16,0.9346493700804306
2005-10-28,GLD C,16,0.9294237949988896
2005-10-31,GLD C,16,0.9355021267750443
2005-11-01,XLF C,16,0.9246175564975947
2005-11-02,XLF C,16,0.9163492940795659
2005-11-03,XLF MSFT,16,0.9297908181507499
2005-11-04,XLF MSFT,16,0.9263069328742323
2005-11-07,MSFT XLF,16,0.9311324125549384
2005-11-08,XLF MSFT,16,0.9325470040768321
2005-11-09,MSFT C,16,0.9354984825238696
2005-11-10,XLF C,16,0.9355733237499154
2005-11-11,XLF C,16,0.9530626043429888
2005-11-14,C XLF,16,0.9566201033416294
2005-11-15,C XLF,16,0.9576692546817291
2005-11-16,MSFT XLF,16,0.950083053514512
2005-11-17,MSFT XLF,16,0.955418151073698
2005-11-18,MSFT XLF,16,0.967537581722882
2005-11-21,MSFT XLF,16,0.9666772989352412
2005-11-22,MSFT XLF,16,0.9687886056024967
2005-11-23,MSFT XLF,16,0.9701680730107322
2005-11-25,MSFT XLK,16,0.9716367913999067
2005-11-28,XLK XLF,16,0.9709337782322708
2005-11-29,MSFT XLK,16,0.9650730204171823
2005-11-30,MSFT XLK,16,0.9618350351630622
2005-12-01,MSFT XLK,16,0.9662428513878166
2005-12-02,XLK MSFT,16,0.9704580663406079
2005-12-05,MSFT XLK,16,0.9728172923826877
2005-12-06,MSFT C,16,0.9708817352374325
2005-12-07,MSFT C,16,0.9649956234243015
2005-12-08,MSFT XLK,16,0.9636400807631604
2005-12-09,MSFT XLK,16,0.9596836313808488
2005-12-12,XLK MSFT,16,0.9637041539631204
2005-12-13,XLK QQQ,16,0.9536399780987301
2005-12-14,SPY EEM,16,0.953429655500771
2005-12-15,C XLK,16,0.9536859731294662
2005-12-16,C SPY,16,0.9499637237787868
2005-12-19,C SPY,16,0.9466607381298576
2005-12-20,GLD C,16,0.9406436267141943
2005-12-21,EEM XLV,16,0.9311226668054405
2005-12-22,EEM XLV,16,0.9320376772058518
2005-12-23,XLV EEM,16,0.9370888499899017
2005-12-27,EEM EFA,16,0.9365971184792361
2005-12-28,EEM EFA,16,0.9355997417856112
2005-12-29,EFA EEM,16,0.9375598320118786
2005-12-30,EFA EEM,16,0.9307112312509498
2006-01-03,EFA EEM,16,0.9496361843105101
2006-01-04,EFA EEM,16,0.9682444747943486
2006-01-05,EEM EFA,16,0.9675878578286926
2006-01-06,EEM EFA,16,0.9830380077725616
2006-01-09,EEM EFA,16,0.9922765229039539
2006-01-10,EEM EFA,16,0.9815356798791078
2006-01-11,EEM EFA,16,0.9848320533867457
2006-01-12,EEM EFA,16,0.9922165643757332
2006-01-13,EEM XLV,16,0.9820317649230816
2006-01-17,EEM XLV,16,0.9631682365946773
2006-01-18,XLV GLD,16,0.9532658645776931
2006-01-19,XLV EEM,16,0.9581872829299937
2006-01-20,XLV EEM,16,0.9676222703360398
2006-01-23,TLT XLE,16,0.9477299742088701
2006-01-24,EEM TLT,16,0.9514143704501905
2006-01-25,EEM EFA,16,0.9610880945759335
2006-01-26,EEM EFA,16,0.9635695642258307
2006-01-27,EEM IWM,16,0.9790184322195709
2006-01-30,EEM IWM,16,0.978629550863199
2006-01-31,EEM GLD,16,0.979113380870764
2006-02-01,EEM GLD,16,0.9839458378662879
2006-02-02,EEM GLD,16,0.9819672153861707
2006-02-03,GLD IWM,16,0.963839485938235
2006-02-06,GLD IWM,16,0.9618261114445952
2006-02-07,GLD IWM,16,0.956844515439511
2006-02-08,GLD EEM,16,0.9403061929029896
2006-02-09,GLD IWM,16,0.9578598734694321
2006-02-10,GLD IWM,16,0.9540284333498522
2006-02-13,IWM EEM,16,0.9427328370265879
2006-02-14,IWM XOM,16,0.9369162950423437
2006-02-15,IWM EEM,16,0.9450158512066142
2006-02-16,IWM EEM,16,0.95407001479769
2006-02-17,IWM EEM,16,0.9645476681573574
2006-02-21,IWM EEM,16,0.968113272978991
2006-02-22,IWM XOM,16,0.9602423748313927
2006-02-23,IWM EEM,16,0.9564656697819431
2006-02-24,IWM EEM,16,0.9540440369045833
2006-02-27,IWM EEM,16,0.9632174019156816
2006-02-28,IWM EEM,16,0.9610856134371
2006-03-01,IWM EEM,16,0.95088862926354
2006-03-02,IWM EEM,16,0.9633574758177046
2006-03-03,IWM EFA,16,0.9556245911351995
2006-03-06,IWM EFA,16,0.960153212021474
2006-03-07,EFA XLF,16,0.9434887782678342
2006-03-08,XLF XLK,16,0.9443603887851072
2006-03-09,XLF C,16,0.9456557496599677
2006-03-10,XLF GE,16,0.9424492694250307
2006-03-13,GE XLV,16,0.9509442105625057
2006-03-14,GE XLF,16,0.9445327618467153
2006-03-15,GE XLF,16,0.9528163819441763
2006-03-16,GE XLF,16,0.9679762527002194
2006-03-17,XLF GE,16,0.9660044488746664
2006-03-20,C XLF,16,0.9664562028652387
2006-03-21,XLF C,16,0.965367232094476
2006-03-22,GE C,16,0.9552236190578866
2006-03-23,GE C,16,0.9631209920774759
2006-03-24,C GE,16,0.9589706267355698
2006-03-27,C SPY,16,0.9545556179999845
2006-03-28,IWM C,16,0.9521330970792363
2006-03-29,C IWM,16,0.9520805619193217
2006-03-30,IWM C,16,0.9597241786318171
2006-03-31,EFA GLD,16,0.9556503538208909
2006-04-03,GE GLD,16,0.960169776816347
2006-04-04,EFA GLD,16,0.9588399435032583
2006-04-05,EFA C,16,0.9622133237551324
2006-04-06,EFA GLD,16,0.9608966881307232
2006-04-07,EFA GLD,16,0.9582355217622804
2006-04-10,EFA GLD,16,0.9607386253723447
2006-04-11,GLD EFA,16,0.961061659794224
2006-04-12,EFA XOM,16,0.954505898806631
2006-04-13,GE GLD,16,0.9453742503130598
2006-04-17,C GLD,16,0.948472427216867
2006-04-18,C GLD,16,0.9555995218882617
2006-04-19,GLD XLE,16,0.9605712006248123
2006-04-20,GLD XLE,16,0.9791214158356527
2006-04-21,XLE EFA,16,0.9726003163171968
2006-04-24,XLE XOM,16,0.9756561539483127
2006-04-25,XLE XOM,16,0.9759240315411193
2006-04-26,GLD XLE,16,0.9580769353148096
2006-04-27,GLD EFA,16,0.9363562688271333
2006-04-28,GLD EFA,16,0.9492046076551819
2006-05-01,GLD EFA,16,0.9683706080437867
2006-05-02,GLD EFA,16,0.9686267493615801
2006-05-03,GLD XLE,16,0.9787350374774998
2006-05-04,GLD EFA,16,0.9651523946932253
2006-05-05,GLD EFA,16,0.9777458795795917
2006-05-08,GLD EFA,16,0.9807652982392479
2006-05-09,GLD EFA,16,0.9899865389313592
2006-05-10,GLD EFA,16,0.9954697213176456
2006-05-11,GLD EFA,16,1.0148009338632713
2006-05-12,GLD EFA,16,1.0072484207405081
2006-05-15,GLD EFA,16,0.9738511098608238
2006-05-16,GLD EFA,16,0.9742401739591405
2006-05-17,GLD C,16,0.9769671566937379
2006-05-18,GLD C,16,0.9673331503682726
