date,ticker,asset_name,action,position_status,direction,close,high_20d,low_20d,sma_50,sma_200,mom_12m,mom_12m_5d_ago,atr_20,atr_20_10d_ago,volatility_60d,entry_date,entry_price,days_held,current_pnl_pct,peak_price,peak_pnl_pct,current_leverage,position_size_pct,signal_momentum,signal_ma_cross,signal_price_vs_ma,signal_breakout,signal_combined,decision,decision_reason,entry_criteria_met,leverage_up_criteria_met,leverage_down_criteria_met,exit_criteria_met,portfolio_equity,portfolio_cash,portfolio_positions,portfolio_leverage
1980-12-26,CRUDE,Crude Oil Futures,HOLD,OPEN,LONG,51.073607452430615,51.91129489836283,43.52555902008678,46.454852528318035,39.74751778114748,0.38279907164280647,0.33323963593550165,0.8670828203660659,0.856118998494851,0.279538824127144,1980-12-23,51.06448124477692,3,0.00017871928650263152,51.74459878202061,0.013318798520316973,1.0,2.0003037596998037,1,1,1,0,0.75,MAINTAIN POSITION,"PnL=0.0%, Days=0.013318798520316973",False,False,False,False,99966.41266068624,96000.72539804166,2,1.0
1980-12-29,SP500,S&P 500 Index,HOLD,OPEN,LONG,150.7783617423196,154.6840448905445,148.25369199323285,152.3783062436212,137.2692396055958,0.38094394188812797,0.39114405165590305,1.9973682406706685,2.0530653273294845,0.1505971980108851,1980-12-18,154.5198103960025,11,-0.02421339143566346,154.5198103960025,0.0,1.0,1.952511779269603,1,1,1,0,0.75,MAINTAIN POSITION,"PnL=-2.4%, Days=0",False,False,False,False,99951.93052605906,96000.72539804166,2,1.0
1980-12-29,CRUDE,Crude Oil Futures,HOLD,OPEN,LONG,50.67348488292895,51.91129489836283,44.088691488125185,46.50448224985865,39.83167901425409,0.4047178184043494,0.31738219888214303,0.8472548253954312,0.8528532228806107,0.27704504937486346,1980-12-23,51.06448124477692,6,-0.007656914401494299,51.74459878202061,0.013318798520316973,1.0,1.9852316159753085,1,1,1,0,0.75,MAINTAIN POSITION,"PnL=-0.8%, Days=0.013318798520316973",False,False,False,False,99936.2649426364,96000.72539804166,2,1.0
1980-12-30,SP500,S&P 500 Index,HOLD,OPEN,LONG,152.05831638872303,154.6840448905445,148.25369199323285,152.4104634996816,137.4646043676696,0.40123273369750456,0.38376175501427245,2.0011394597362626,2.0810815034331682,0.14933604298275202,1980-12-18,154.5198103960025,12,-0.015929957466108497,154.5198103960025,0.0,1.0,1.9690688591971879,1,1,1,0,0.75,MAINTAIN POSITION,"PnL=-1.6%, Days=0",False,False,False,False,99952.8318105755,96000.72539804166,2,1.0
1980-12-30,CRUDE,Crude Oil Futures,HOLD,OPEN,LONG,49.326012981260554,51.91129489836283,44.97852263414988,46.54241659140147,39.910685618892686,0.38639721513989556,0.3750684018721204,0.9206063776279055,0.880427626699527,0.282680114504729,1980-12-23,51.06448124477692,7,-0.03404456916311442,51.74459878202061,0.013318798520316973,1.0,1.9331418390561177,1,1,1,0,0.75,MAINTAIN POSITION,"PnL=-3.4%, Days=0.013318798520316973",False,False,False,False,99900.07564260536,96000.72539804166,2,1.0
1980-12-31,SP500,S&P 500 Index,HOLD,OPEN,LONG,152.72749860406583,154.6840448905445,148.25369199323285,152.3948338011984,137.66691578502562,0.40315644792595706,0.3710298352706931,1.9649502230682443,2.18762208093289,0.14888783505642897,1980-12-18,154.5198103960025,13,-0.011599236287847767,154.5198103960025,0.0,1.0,1.9786072620888429,1,1,1,0,0.75,MAINTAIN POSITION,"PnL=-1.2%, Days=0",False,False,False,False,99908.73708496187,96000.72539804166,2,1.0
1980-12-31,CRUDE,Crude Oil Futures,HOLD,OPEN,LONG,49.86970607549805,51.91129489836283,45.78504883446102,46.599790163155696,39.995138979599325,0.4415010700997617,0.4286920917708734,0.9051059035075824,0.8691965606986077,0.2824320404486304,1980-12-23,51.06448124477692,8,-0.02339738190135979,51.74459878202061,0.013318798520316973,1.0,1.9538640516368937,1,1,1,0,0.75,MAINTAIN POSITION,"PnL=-2.3%, Days=0.013318798520316973",False,False,False,False,99930.0237360366,96000.72539804166,2,1.0
1981-01-01,SP500,S&P 500 Index,HOLD,OPEN,LONG,153.3992077994707,154.6840448905445,148.25369199323285,152.36147115244563,137.8783635074123,0.42812868861788167,0.35272948152039896,1.9088100699448447,2.117341194169357,0.14907511933241452,1980-12-18,154.5198103960025,14,-0.00725216134850232,154.5198103960025,0.0,1.0,1.9867131771387456,1,1,1,0,0.75,MAINTAIN POSITION,"PnL=-0.7%, Days=0",False,False,False,False,99938.71788591529,96000.72539804166,2,1.0
1981-01-01,CRUDE,Crude Oil Futures,HOLD,OPEN,LONG,49.96679767656853,51.91129489836283,46.19334015689934,46.647772870168886,40.08147275814368,0.44015052970486535,0.3744700615138863,0.8761547866747602,0.8551996540737996,0.2740976155696286,1980-12-23,51.06448124477692,9,-0.02149602897063924,51.74459878202061,0.013318798520316973,1.0,1.957423279509389,1,1,1,0,0.75,MAINTAIN POSITION,"PnL=-2.1%, Days=0.013318798520316973",False,False,False,False,99942.51921253903,96000.72539804166,2,1.0
1981-01-01,COPPER,Copper Futures,ENTRY,OPEN,LONG,1.377973478909423,1.3854675854697485,1.23839032414663,1.2850988797586007,1.1199735795193002,0.43168717011500757,0.33058684267190874,0.02293721655443324,0.024276278925651505,0.23851797420351278,1981-01-01,1.377973478909423,0,0.0,1.377973478909423,0.0,1.0,1.9999999999999998,1,1,1,0,0.75,OPEN LONG POSITION,Mom=43.2% | Price>SMA200 | GoldenCross | Breakout>1.37,True,False,False,False,99942.51921253905,94001.87501379088,3,1.0
1981-01-02,SP500,S&P 500 Index,HOLD,OPEN,LONG,150.6121196077733,154.6840448905445,148.25369199323285,152.22591896960594,138.06328043632863,0.4009270654944215,0.3682110386087962,1.915076581770505,2.117135043245453,0.15342308276215205,1980-12-18,154.5198103960025,15,-0.025289254356542255,154.5198103960025,0.0,1.0,1.9512469798814154,1,1,1,0,0.75,MAINTAIN POSITION,"PnL=-2.5%, Days=0",False,False,False,False,99906.44502652295,94001.87501379088,3,1.0
1981-01-02,CRUDE,Crude Oil Futures,HOLD,OPEN,LONG,50.17566430248633,51.91129489836283,46.694456615142215,46.687664226462495,40.166139892929294,0.40870647564203555,0.38279907164280647,0.8497240720972229,0.8483287204555662,0.268460628385165,1980-12-23,51.06448124477692,10,-0.017405776395339388,51.74459878202061,0.013318798520316973,1.0,1.9661543274242927,1,1,1,0,0.75,MAINTAIN POSITION,"PnL=-1.7%, Days=0.013318798520316973",False,False,False,False,99914.62256461235,94001.87501379088,3,1.0
1981-01-02,COPPER,Copper Futures,HOLD,OPEN,LONG,1.3893704120551296,1.3911694257401745,1.23839032414663,1.2897321326075524,1.1224191865641509,0.4959764509657778,0.3573270588233093,0.02089158199494001,0.02371859553796879,0.23756969836906075,1981-01-01,1.377973478909423,1,0.00827079281288244,1.3893704120551296,0.00827079281288244,1.0,2.016770914799113,1,1,1,0,0.75,MAINTAIN POSITION,"PnL=0.8%, Days=0.00827079281288244",False,False,False,False,99931.15464200443,94001.87501379088,3,1.0
1981-01-05,SP500,S&P 500 Index,HOLD,OPEN,LONG,150.35651523952822,154.6840448905445,149.7309808097601,152.06449653634508,138.24991335423675,0.41569607552050725,0.38094394188812797,1.906358041502682,2.088862913560443,0.15343969657000847,1980-12-18,154.5198103960025,18,-0.026943439458051416,154.5198103960025,0.0,1.0,1.947518328165019,1,1,1,0,0.75,MAINTAIN POSITION,"PnL=-2.7%, Days=0",False,False,False,False,99927.84627180142,94001.87501379088,3,1.0
1981-01-05,CRUDE,Crude Oil Futures,HOLD,OPEN,LONG,51.41781596312469,51.91129489836283,47.75652855811026,46.76077831397398,40.254694828537595,0.44197847878104835,0.4047178184043494,0.9029973183942918,0.8495888267813697,0.2729424694054279,1980-12-23,51.06448124477692,13,0.00691938329215687,51.74459878202061,0.013318798520316973,1.0,2.013581964941844,1,1,1,0,0.75,MAINTAIN POSITION,"PnL=0.7%, Days=0.013318798520316973",False,False,False,False,99976.47894575322,94001.87501379088,3,1.0
1981-01-05,COPPER,Copper Futures,HOLD,OPEN,LONG,1.3463536216878367,1.3911694257401745,1.23839032414663,1.2936536472047395,1.1247349573077765,0.44580234839312594,0.3579937023286426,0.022251433928272522,0.024560226248945737,0.24791119651516833,1981-01-01,1.377973478909423,4,-0.022946637003936607,1.3893704120551296,0.00827079281288244,1.0,1.954662936958551,1,1,1,0,0.75,MAINTAIN POSITION,"PnL=-2.3%, Days=0.00827079281288244",False,False,False,False,99914.07997416855,94001.87501379088,3,1.0
1981-01-06,SP500,S&P 500 Index,HOLD,OPEN,LONG,149.0887490057872,154.6840448905445,148.321082204735,151.9223274871189,138.43211085081126,0.40142634474472194,0.40123273369750456,1.8831942421443757,2.0294789061088805,0.15392162289963138,1980-12-18,154.5198103960025,19,-0.035147994139370205,154.5198103960025,0.0,1.0,1.9316806838597649,1,1,1,0,0.75,MAINTAIN POSITION,"PnL=-3.5%, Days=0",False,False,False,False,99897.6708648059,94001.87501379088,3,1.0
1981-01-06,CRUDE,Crude Oil Futures,HOLD,OPEN,LONG,51.76764580239091,51.91129489836283,48.059235854314,46.88235456788965,40.34087554887475,0.45142285504522417,0.38639721513989556,0.8543837622520503,0.9203682050156832,0.2731234504392556,1980-12-23,51.06448124477692,14,0.013770130244609319,51.76764580239091,0.013770130244609319,1.0,2.0286028773151314,1,1,1,0,0.75,MAINTAIN POSITION,"PnL=1.4%, Days=0.013770130244609319",False,False,False,False,99911.36738919238,94001.87501379088,3,1.0
1981-01-06,COPPER,Copper Futures,EXIT,CLOSED,LONG,1.3160930326460099,1.3911694257401745,1.23839032414663,1.2974440947071202,1.1267274457409404,0.42616891293740244,0.3692315481519224,0.022756316733896942,0.023918301353754102,0.25335465792423756,1981-01-01,1.377973478909423,5,-0.04490684850653833,1.3893704120551296,0.00827079281288244,1.0,1.875764226078228,1,1,1,0,0.75,CLOSE POSITION,TRAILING STOP: Price 1.32 vs stop 1.32,False,False,False,True,101776.56052485017,95910.96332664887,3,1.0
1981-01-07,SP500,S&P 500 Index,EXIT,CLOSED,LONG,146.83273945486204,154.6840448905445,146.7421847207651,151.79570212169878,138.60299624845902,0.3754901294061055,0.40315644792595706,1.8751873809279942,1.8762484558548096,0.15606630162945873,1980-12-18,154.5198103960025,20,-0.04974812563800124,154.5198103960025,0.0,1.0,1.8680230184513698,1,1,1,0,0.75,CLOSE POSITION,TRAILING STOP: Price 146.83 vs stop 148.89,False,False,False,True,101738.77569771891,97811.46707537287,2,1.0
1981-01-07,CRUDE,Crude Oil Futures,HOLD,OPEN,LONG,52.49345783310147,52.6176373743793,48.059235854314,47.01748443833171,40.43794054100208,0.4399483554557859,0.4415010700997617,0.8215310669479919,0.9039663486117799,0.27347992518269437,1980-12-23,51.06448124477692,15,0.027983767845888255,52.49345783310147,0.027983767845888255,1.0,2.057965334223432,1,1,1,0,0.75,MAINTAIN POSITION,"PnL=2.8%, Days=0.027983767845888255",False,False,False,False,99866.6889136526,97811.46707537287,1,1.0
1981-01-08,CRUDE,Crude Oil Futures,LEVERAGE_UP,OPEN,LONG,53.214797375547455,53.246474430748265,48.059235854314,47.19483566499941,40.54210425101825,0.4667326725773049,0.44015052970486535,0.8265290719082717,0.9224092084631597,0.2737115801130307,1980-12-23,51.06448124477692,16,0.04210982033603792,53.214797375547455,0.04210982033603792,1.5,2.0641297643237264,1,1,1,0,0.75,INCREASE LEVERAGE 1.0x -> 1.5x,PnL=4.2% | Days=16 | Signals agree -> 1.5x,False,True,False,False,100936.66261974668,97811.46707537287,1,1.0
1981-01-09,CRUDE,Crude Oil Futures,HOLD,OPEN,LONG,55.07461773962525,55.144901774524044,48.059235854314,47.39231136006535,40.654439130753325,0.4896189617324451,0.40870647564203555,0.8676956689692741,0.8670828203660659,0.2819504104579667,1980-12-23,51.06448124477692,17,0.07853083781710805,55.07461773962525,0.07853083781710805,1.5,2.1339605162824644,1,1,1,0,0.75,MAINTAIN POSITION,"PnL=7.9%, Days=0.07853083781710805",False,False,False,False,101045.88604258776,97811.46707537287,1,1.0
1981-01-12,CRUDE,Crude Oil Futures,HOLD,OPEN,LONG,54.70982262133435,55.368001894206685,48.059235854314,47.56377951493974,40.764686876228076,0.487570774364426,0.44197847878104835,0.8796134792372644,0.8472548253954312,0.28246738490262596,1980-12-23,51.06448124477692,20,0.07138702455594387,55.07461773962525,0.07853083781710805,1.5,2.120275442883222,1,1,1,0,0.75,MAINTAIN POSITION,"PnL=7.1%, Days=0.07853083781710805",False,False,False,False,101024.4623759665,97811.46707537287,1,1.0
1981-01-13,CRUDE,Crude Oil Futures,LEVERAGE_DOWN,OPEN,LONG,53.96747662051795,55.368001894206685,48.059235854314,47.75227199909172,40.8698725605572,0.49167498443842583,0.45142285504522417,0.8633532016956316,0.9206063776279055,0.28188685484240983,1980-12-23,51.06448124477692,21,0.0568496008375285,55.07461773962525,0.07853083781710805,1.0,2.114531158203376,1,1,1,0,0.75,REDUCE LEVERAGE 1.5x -> 1.0x,Pullback 2.0% > 2%,False,False,True,False,99924.39964041715,97811.46707537287,1,1.0
1981-01-14,CRUDE,Crude Oil Futures,LEVERAGE_UP,OPEN,LONG,53.25927974778564,55.368001894206685,48.76004127933359,47.91984058468536,40.97720772206458,0.4503183970239917,0.4399483554557859,0.8705453382939311,0.9051059035075824,0.28271371030953235,1980-12-23,51.06448124477692,22,0.04298092234576871,55.07461773962525,0.07853083781710805,1.5,2.065801709818954,1,1,1,0,0.75,INCREASE LEVERAGE 1.0x -> 1.5x,PnL=4.3% | Days=22 | Signals agree -> 1.5x,False,True,False,False,100939.27497793235,97811.46707537287,1,1.0
1981-01-15,CRUDE,Crude Oil Futures,LEVERAGE_DOWN,OPEN,LONG,52.563042137934296,55.368001894206685,48.78739996107923,48.082799494136424,41.083027743414334,0.4291636643829644,0.4667326725773049,0.8872752352974966,0.8761547866747602,0.2836766277547427,1980-12-23,51.06448124477692,23,0.029346443097581724,55.07461773962525,0.07853083781710805,1.0,2.0606371188148587,1,1,1,0,0.75,REDUCE LEVERAGE 1.5x -> 1.0x,Pullback 4.6% > 2%,False,False,True,False,99869.41327567403,97811.46707537287,1,1.0
1981-01-16,CRUDE,Crude Oil Futures,EXIT,CLOSED,LONG,52.25144268109101,55.368001894206685,48.78739996107923,48.224896209435464,41.18994358714346,0.4299949338279596,0.4896189617324451,0.8987880648229819,0.8497240720972229,0.28316092087487144,1980-12-23,51.06448124477692,24,0.023244364916279115,55.07461773962525,0.07853083781710805,1.0,2.0075437161496317,1,1,1,0,0.75,CLOSE POSITION,TRAILING STOP: Price 52.25 vs stop 52.38,False,False,False,True,101902.9600161211,99857.21354574698,1,1.0
1981-02-09,CRUDE,Crude Oil Futures,ENTRY,OPEN,LONG,54.93635412318691,55.32506025481821,50.77095019776294,50.887737279773226,42.95818095402078,0.5387150139159478,0.48085136903490167,1.0652807570232057,0.9621037716331035,0.26750410288059817,1981-02-09,54.93635412318691,0,0.0,54.93635412318691,0.0,1.0,2.0,1,1,1,0,0.75,OPEN LONG POSITION,Mom=53.9% | Price>SMA200 | GoldenCross | Breakout>55.37,True,False,False,False,99857.21354574698,97860.06927483204,1,1.0
1981-02-10,CRUDE,Crude Oil Futures,HOLD,OPEN,LONG,54.63346820349854,55.32506025481821,50.77095019776294,51.09855690917143,43.090712522036235,0.537116659685247,0.4273250117025329,1.04789384589628,0.906009464518473,0.2642765983335772,1981-02-09,54.93635412318691,1,-0.005513396812048961,54.93635412318691,0.0,1.0,1.9891925505332357,1,1,1,0,0.75,MAINTAIN POSITION,"PnL=-0.6%, Days=0",False,False,False,False,99846.20249689052,97860.06927483204,1,1.0
1981-02-11,CRUDE,Crude Oil Futures,HOLD,OPEN,LONG,54.635840019099106,55.32506025481821,50.77095019776294,51.291603014052015,43.22383458833964,0.5350166107472891,0.39295033558135417,1.0163006660799954,0.881065175904818,0.26332638951997983,1981-02-09,54.93635412318691,2,-0.005470222931320544,54.93635412318691,0.0,1.0,1.9892771899313815,1,1,1,0,0.75,MAINTAIN POSITION,"PnL=-0.5%, Days=0",False,False,False,False,99846.28872135907,97860.06927483204,1,1.0
1981-02-12,CRUDE,Crude Oil Futures,HOLD,OPEN,LONG,55.203221970560584,55.32506025481821,50.77095019776294,51.47615014392273,43.36312845991384,0.5308977493705735,0.42803352865017663,1.0006350565071096,0.8887631865792084,0.26152604434668497,1981-02-09,54.93635412318691,3,0.004857764073226661,55.203221970560584,0.004857764073226661,1.0,2.0095202926368136,1,1,1,0,0.75,MAINTAIN POSITION,"PnL=0.5%, Days=0.004857764073226661",False,False,False,False,99866.91520143529,97860.06927483204,1,1.0
1981-02-12,SP500,S&P 500 Index,ENTRY,OPEN,LONG,143.7428598241945,144.17397915822485,138.51875207903691,146.63282753768624,141.75429338630502,0.3153733726285177,0.321925330510203,1.927895292370252,1.9353430689996898,0.1592414914821951,1981-02-12,143.7428598241945,0,0.0,143.7428598241945,0.0,1.0,2.0,1,1,0,0,0.5,OPEN LONG POSITION,Mom=31.5% | Price>SMA200 | GoldenCross | Breakout>144.41,True,False,False,False,99866.91520143529,95862.73097080334,2,1.0
1981-02-13,CRUDE,Crude Oil Futures,HOLD,OPEN,LONG,54.74702472908559,55.32506025481821,50.77095019776294,51.64091756026071,43.503575605123906,0.5698466820679153,0.47718369436532626,0.9956959792508432,0.9639159376084077,0.2626599811396375,1981-02-09,54.93635412318691,4,-0.0034463407177836585,55.203221970560584,0.004857764073226661,1.0,1.993244706572288,1,1,1,0,0.75,MAINTAIN POSITION,"PnL=-0.3%, Days=0.004857764073226661",False,False,False,False,99850.33070612684,95862.73097080334,2,1.0
1981-02-13,SP500,S&P 500 Index,HOLD,OPEN,LONG,144.08285350031096,144.3841348936039,138.51875207903691,146.51147230634228,141.84266345491753,0.3127340091589219,0.27466321149520856,1.9001445979056286,1.8856984972662616,0.159368074210667,1981-02-12,143.7428598241945,1,0.00236529088493356,144.08285350031096,0.00236529088493356,1.0,2.004968692140334,1,1,0,0,0.5,MAINTAIN POSITION,"PnL=0.2%, Days=0.00236529088493356",False,False,False,False,99855.05499221149,95862.73097080334,2,1.0
1981-02-16,CRUDE,Crude Oil Futures,HOLD,OPEN,LONG,53.89642696002509,55.32506025481821,50.77095019776294,51.78389181324788,43.63804070437813,0.5400898693245337,0.5387150139159478,1.0095069599792315,0.9542077781287663,0.26309259314132594,1981-02-09,54.93635412318691,7,-0.018929671976955966,55.203221970560584,0.004857764073226661,1.0,1.9627908953529734,1,1,1,0,0.75,MAINTAIN POSITION,"PnL=-1.9%, Days=0.004857764073226661",False,False,False,False,99824.13254589256,95862.73097080334,2,1.0
1981-02-16,SP500,S&P 500 Index,HOLD,OPEN,LONG,142.81781753589246,144.3841348936039,138.51875207903691,146.3940227951573,141.9239817723189,0.303625072545588,0.2638198796258453,1.9685076781482593,1.928329066903818,0.15887152653431255,1981-02-12,143.7428598241945,4,-0.00643539643940179,144.08285350031096,0.00236529088493356,1.0,1.9883309751063722,1,1,0,0,0.5,MAINTAIN POSITION,"PnL=-0.6%, Days=0.00236529088493356",False,False,False,False,99806.55459599788,95862.73097080334,2,1.0
1981-02-17,CRUDE,Crude Oil Futures,HOLD,OPEN,LONG,52.84781068622948,55.32506025481821,50.77095019776294,51.88263233497877,43.76588522901497,0.472798923533579,0.537116659685247,1.0444171418340011,0.9651282110766587,0.26567031610163977,1981-02-09,54.93635412318691,8,-0.03801751081395337,55.203221970560584,0.004857764073226661,1.0,1.9256770413103665,1,1,1,0,0.75,MAINTAIN POSITION,"PnL=-3.8%, Days=0.004857764073226661",False,False,False,False,99768.43342802042,95862.73097080334,2,1.0
1981-02-17,SP500,S&P 500 Index,HOLD,OPEN,LONG,141.77649833468706,144.3841348936039,138.51875207903691,146.2211760383939,142.00899042286818,0.2998935166493941,0.2675166942280305,1.9521843981398022,1.8981092285980707,0.1592077302880384,1981-02-12,143.7428598241945,5,-0.013679715931020282,144.08285350031096,0.00236529088493356,1.0,1.9748741834510717,1,1,0,0,0.5,MAINTAIN POSITION,"PnL=-1.4%, Days=0.00236529088493356",False,False,False,False,99753.9640712132,95862.73097080334,2,1.0
1981-02-18,CRUDE,Crude Oil Futures,HOLD,OPEN,LONG,53.98573233723062,55.32506025481821,50.77095019776294,51.978047984976705,43.89492533266507,0.4960995369834589,0.5350166107472891,1.0912915333367255,1.0146633096898623,0.2645594416146019,1981-02-09,54.93635412318691,9,-0.017304056687574378,55.203221970560584,0.004857764073226661,1.0,1.9666105992122955,1,1,1,0,0.75,MAINTAIN POSITION,"PnL=-1.7%, Days=0.004857764073226661",False,False,False,False,99795.33182745255,95862.73097080334,2,1.0
1981-02-18,SP500,S&P 500 Index,HOLD,OPEN,LONG,141.12064424547853,144.3841348936039,138.51875207903691,145.98935120616602,142.08521334814645,0.2868351709735679,0.2646412633903237,1.929215364824421,1.9201558963375036,0.1539879484449672,1981-02-12,143.7428598241945,6,-0.018242405792698823,144.08285350031096,0.00236529088493356,1.0,1.9651030731954708,1,1,0,0,0.5,MAINTAIN POSITION,"PnL=-1.8%, Days=0.00236529088493356",False,False,False,False,99786.21859222242,95862.73097080334,2,1.0
1981-02-19,CRUDE,Crude Oil Futures,HOLD,OPEN,LONG,55.39214111569627,55.53130974102427,51.20473762938496,52.08965898342858,44.02806643669018,0.5513973108976087,0.5308977493705735,1.044465074295434,1.0178550742752819,0.2671591535513332,1981-02-09,54.93635412318691,10,0.00829663707728625,55.39214111569627,0.00829663707728625,1.0,2.0169945568780796,1,1,1,0,0.75,MAINTAIN POSITION,"PnL=0.8%, Days=0.00829663707728625",False,False,False,False,99837.34687110636,95862.73097080334,2,1.0
1981-02-19,SP500,S&P 500 Index,HOLD,OPEN,LONG,141.6186835028117,144.3841348936039,138.51875207903691,145.78818171938434,142.1703740751282,0.28433328726040985,0.3153733726285177,1.9245887968328959,1.8414368132361745,0.15181990776166387,1981-02-12,143.7428598241945,7,-0.014777612773119935,144.08285350031096,0.00236529088493356,1.0,1.970891736192357,1,1,0,0,0.5,MAINTAIN POSITION,"PnL=-1.5%, Days=0.00236529088493356",False,False,False,False,99844.2672349199,95862.73097080334,2,1.0
1981-02-20,CRUDE,Crude Oil Futures,HOLD,OPEN,LONG,54.622365737416054,55.53130974102427,51.228214780836865,52.20027341366728,44.15521250011179,0.5145107654500385,0.5698466820679153,1.0530644933204758,1.0121834322203842,0.26598544744731967,1981-02-09,54.93635412318691,11,-0.005715493697794022,55.39214111569627,0.00829663707728625,1.0,1.9893844430725869,1,1,1,0,0.75,MAINTAIN POSITION,"PnL=-0.6%, Days=0.00829663707728625",False,False,False,False,99816.28298821913,95862.73097080334,2,1.0
